titulo,empresa,modalidad,tipo_horario_norm,categoria,nivel_seniority,es_ti,es_remoto,largo_descripcion
analista senior de operaciones inmobiliarias,empresa confidencial,Presencial,Otro,Otros,Senior,False,False,135
analista senior de people analytics y cultura,analista senior de people analytics y cultura,Presencial,Full time,Otros,Senior,False,False,149
analista senior en administración y finanzas - rubro industrial (recoleta),latam work,Presencial,Full time,Otros,Senior,False,False,153
analista senior en administración y finanzas | capacitaciones,latam work,Presencial,Full time,Otros,Senior,False,False,153
analista sr. comunicaciones corporativas,empresa confidencial,Presencial,Otro,Otros,Senior,False,False,165
analista ti,analista ti,Presencial,Full time,TI General,No especificado,False,False,126
analista tesorería corporativo,analista tesorería corporativo,Presencial,Full time,Otros,No especificado,False,False,102
analista tributario,bancoestado,Presencial,Otro,Otros,No especificado,False,False,107
"analista administración de personal/ experiencia en contratos, sap, buk y erp","analista administración de personal/ experiencia en contratos, sap, buk y erp",Presencial,Full time,Data / BI,No especificado,True,False,153
analista administración de personal,analista administración de personal,Presencial,Full time,Otros,No especificado,False,False,153
analista contable facturacion,jcasesorias,Presencial,Full time,Otros,No especificado,False,False,120
analista contable,"captaconsentido, santiago",Presencial,Full time,Otros,No especificado,False,False,88
analista control de gestión 5x2 /…,"giser s.a., antofagasta",Presencial,Full time,Otros,No especificado,False,False,87
analista de abastecimiento (san bernardo),grupo lagos,Presencial,Full time,Otros,No especificado,False,False,201
analista de administración - flota de vehículos (construcción),empresa destacada,Presencial,Full time,Otros,No especificado,False,False,35
analista de administración comercial,analista de administración comercial,Presencial,Full time,Ventas / Comercial,No especificado,False,False,153
analista de administración contable y comercio exterior,analista de administración contable y comercio exterior,Presencial,Full time,Otros,No especificado,False,False,121
analista de administración la florida,maría ayuda,Presencial,Full time,Otros,No especificado,False,False,121
analista de administración de activos inmobiliarios,validate talent ai,Presencial,Full time,Otros,No especificado,False,False,153
analista de administración de personal- dir. de gestión de personas,nosotros,Presencial,Full time,Otros,No especificado,False,False,153
analista de administración de personal- dir. de gestión de personas,universidad de o'higgins,Presencial,Full time,Otros,No especificado,False,False,153
analista de administración y finanzas (enfocado en rrhh y remuneraciones),grupo ps,Presencial,Full time,Recursos Humanos,No especificado,False,False,153
analista de administración y finanzas (santiago),grupo ps,Presencial,Full time,Otros,No especificado,False,False,136
analista de administración y finanzas - santiago,singulares.bcorp,Presencial,Full time,Otros,No especificado,False,False,144
analista de administración y finanzas santiago,analista de administración y finanzas santiago,Presencial,Full time,Otros,No especificado,False,False,112
analista de administración y finanzas santiago,viggo,Presencial,Full time,Otros,No especificado,False,False,129
analista de administración y finanzas,analista de administración y finanzas,Presencial,Full time,Otros,No especificado,False,False,153
analista de administración y finanzas,confidencial,Presencial,Full time,Otros,No especificado,False,False,118
analista de administración y finanzas,empresa destacada,Presencial,Full time,Otros,No especificado,False,False,31
analista de administración y finanzas,falabella,Presencial,Full time,Otros,No especificado,False,False,115
analista de administración y remuneraciones.,ps grupo hunting,Presencial,Full time,Otros,No especificado,False,False,136
analista de aseguramiento de calidad de software,no especificada,Remoto,Full time,QA / Testing,No especificado,True,True,24
analista de auditoría y riesgo crediticio,tigo venezuela,Presencial,Full time,Otros,No especificado,True,False,145
analista de beneficios estatales | data & automatización,randstad,Presencial,Full time,Data / BI,No especificado,True,False,153
analista de business analytics,pacasmayo,Presencial,Full time,Otros,No especificado,False,False,191
analista de business intelligence finanzas,no especificada,Híbrido,Full time,Otros,No especificado,False,False,24
analista de cobranza (lo boza),analista de cobranza (lo boza),Presencial,Full time,Otros,No especificado,False,False,151
analista de cobranza (reemplazo pre y…,"rotter &amp; krauss, santiago",Presencial,Full time,Otros,No especificado,False,False,83
analista de cobranzas,confidencial,Híbrido,Full time,Otros,No especificado,False,False,201
analista de comercio exterior (administración y contabilidad),analista de comercio exterior (administración y contabilidad),Presencial,Full time,Otros,No especificado,False,False,127
analista de comercio exterior / lampa,empresa destacada,Presencial,Full time,Otros,No especificado,False,False,40
analista de comercio exterior y administración,analista de comercio exterior y administración,Presencial,Full time,Otros,No especificado,False,False,118
analista de comercio exterior,agencia de aduanas patricio eduardo de la fuente garcía y cia. ltda.,Presencial,Full time,Otros,No especificado,False,False,153
analista de comercio exterior,agencia de aduanas patricio de la fuente y cía ltda,Presencial,Full time,Otros,No especificado,False,False,153
analista de compliance con experiencia en implementación y cumplimiento de normativas,analista de compliance con experiencia en implementación y cumplimiento de normativas,Remoto,Full time,Data / BI,No especificado,False,True,153
analista de compras ti,no especificada,Híbrido,Full time,TI General,No especificado,False,False,24
analista de compras para importante multinacional de tecnología,empresa destacada,Presencial,Full time,Otros,No especificado,True,False,33
analista de compras,teck,Presencial,Full time,Otros,No especificado,False,False,91
"analista de concesiones, área administración de contratos y operaciones","analista de concesiones, área administración de contratos y operaciones",Remoto,Full time,Otros,No especificado,False,True,129
analista de contabilidad - quilicura,empresa destacada,Presencial,Full time,Otros,No especificado,False,False,35
analista de contabilidad senior - ley…,"confidencial, santiago",Presencial,Full time,Otros,Senior,False,False,114
analista de contabilidad.,empresa destacada,Presencial,Full time,Otros,No especificado,False,False,35
analista de contabilidad,empresa destacada,Presencial,Full time,Otros,No especificado,False,False,35
analista de contabilidad,"hair express, santiago",Presencial,Full time,Otros,No especificado,False,False,87
"analista de contenidos - subgerencia comunicaciones, clientes y rrss",consorcio,Presencial,Otro,Data / BI,No especificado,False,False,187
"analista de contratos, vitacura","analista de contratos, vitacura",Presencial,Full time,Otros,No especificado,False,False,122
analista de control interno,forum servicios financieros s a,Presencial,Otro,Otros,Junior,False,False,161
analista de control de asistencia y administración de turnos,analista de control de asistencia y administración de turnos,Presencial,Full time,Data / BI,No especificado,False,False,153
analista de control de calidad y…,"empresa parque industrial los.., santiago",Presencial,Full time,QA / Testing,No especificado,False,False,94
analista de control de gestión,entel perú,Presencial,Full time,Otros,No especificado,False,False,203
analista de datos / business intelligence,no especificada,Híbrido,Full time,Data / BI,No especificado,True,False,24
analista de datos / tottus,analista de datos / tottus,Remoto,Full time,Data / BI,No especificado,True,True,145
analista de datos bi semi senior,no especificada,Presencial,Full time,Data / BI,Senior,True,False,24
analista de datos comercial,analista de datos comercial,Remoto,Full time,Data / BI,No especificado,True,True,104
analista de datos vicerrectoría de finanzas,empresa destacada,Presencial,Full time,Data / BI,No especificado,True,False,31
analista de datos de desarrollo del emprendedor,mibanco,Híbrido,Full time,Data / BI,No especificado,True,False,200
analista de desarrollo de proyectos comerciales,kiosclub,Presencial,Full time,Ventas / Comercial,No especificado,False,False,189
analista de facturacion,exray consultores,Presencial,Full time,Otros,No especificado,False,False,118
analista de finanzas y administración – desarrollo profesional,viggo,Presencial,Full time,Otros,No especificado,False,False,153
analista de finanzas y control de gestión,analista de finanzas y control de gestión,Remoto,Full time,Otros,No especificado,False,True,153
analista de finanzas y cumplimiento tributario / contador bilingüe,nari technology co. ltd agencia en chile,Presencial,Otro,Otros,No especificado,False,False,209
analista de finanzas,petco,Presencial,Full time,Otros,No especificado,False,False,92
analista de gestión documental técnica en quilicura / rubro minería,analista de gestión documental técnica en quilicura / rubro minería,Presencial,Full time,Otros,No especificado,False,False,153
analista de gestión regulatoria - providencia,"praxis personas, santiago",Presencial,Full time,Data / BI,No especificado,False,False,97
analista de implementación tecnológica,analista de implementación tecnológica,Presencial,Full time,Otros,No especificado,True,False,122
analista de inbound marketing- experiencia hubspot,empresa destacada,Híbrido,Full time,Data / BI,No especificado,False,False,32
analista de inbound marketing,empresa destacada,Híbrido,Full time,Otros,No especificado,False,False,32
analista de informática. sucursal talca,ahorrocoop,Presencial,Full time,Otros,No especificado,True,False,118
